1,806339.69,9158140,3083.5
2,806347.18,9158140.31,3083.5
3,806354.67,9158140.63,3083.5
4,806362.17,9158140.94,3083.5
5,806369.66,9158141.25,3083.5
6,806377.15,9158141.56,3083.5
7,806384.65,9158141.88,3083.5
8,806392.14,9158142.19,3083.5
9,806343.16,9158146.65,3083.5
10,806350.66,9158146.96,3083.5
11,806358.15,9158147.28,3083.5
12,806365.64,9158147.59,3083.5
13,806373.14,9158147.9,3083.5
14,806380.63,9158148.21,3083.5
15,806388.12,9158148.53,3083.5
16,806394.68,9158149.11,3083.5
17,806346.64,9158153.3,3083.5
18,806354.13,9158153.61,3083.5
19,806361.63,9158153.93,3083.5
20,806369.12,9158154.24,3083.5
21,806376.61,9158154.55,3083.5
22,806384.11,9158154.87,3083.5
23,806391.6,9158155.18,3083.5
24,806350.11,9158159.95,3083.5
25,806357.61,9158160.26,3083.5
26,806365.1,9158160.58,3083.5
27,806372.59,9158160.89,3083.5
28,806380.09,9158161.2,3083.5
29,806387.58,9158161.52,3083.5
30,806395.08,9158161.83,3083.5
31,806353.59,9158166.6,3083.5
32,806361.08,9158166.92,3083.5
33,806368.58,9158167.23,3083.5
34,806376.07,9158167.54,3083.5
35,806383.56,9158167.85,3083.5
36,806390.67,9158168.45,3083.5
37,806349.57,9158172.94,3083.5
38,806357.07,9158173.25,3083.5
39,806364.56,9158173.57,3083.5
40,806372.05,9158173.88,3083.5
41,806379.55,9158174.19,3083.5
42,806387.04,9158174.5,3083.5
43,806394.53,9158174.82,3083.5
44,806345.55,9158179.28,3083.5
45,806353.05,9158179.59,3083.5
46,806360.54,9158179.9,3083.5
47,806368.04,9158180.22,3083.5
48,806375.53,9158180.53,3083.5
49,806383.02,9158180.84,3083.5
50,806390.52,9158181.16,3083.5
51,806349.03,9158185.93,3083.5
52,806356.52,9158186.24,3083.5
53,806364.02,9158186.56,3083.5
54,806371.51,9158186.87,3083.5
55,806379,9158187.18,3083.5
56,806386.5,9158187.49,3083.5
57,806393.99,9158187.81,3083.5
58,806352.51,9158192.58,3083.5
59,806360,9158192.89,3083.5
60,806367.49,9158193.21,3083.5
61,806374.99,9158193.52,3083.5
62,806382.48,9158193.83,3083.5
63,806355.98,9158199.23,3083.5
64,806363.48,9158199.54,3083.5
65,806370.97,9158199.86,3083.5
66,806359.46,9158205.88,3083.5
67,806302.57,9158145.64,3083.5
68,806309.99,9158144.55,3083.5
69,806317.41,9158143.45,3083.5
70,806324.83,9158142.36,3083.5
71,806332.25,9158141.26,3083.5
72,806307.23,9158151.52,3083.5
73,806314.65,9158150.43,3083.5
74,806322.07,9158149.34,3083.5
75,806329.49,9158148.24,3083.5
76,806336.91,9158147.15,3083.5
77,806304.47,9158158.5,3083.5
78,806311.89,9158157.41,3083.5
79,806319.31,9158156.31,3083.5
80,806326.73,9158155.22,3083.5
81,806334.15,9158154.12,3083.5
82,806309.13,9158164.39,3083.5
83,806316.55,9158163.29,3083.5
84,806323.97,9158162.2,3083.5
85,806331.39,9158161.1,3083.5
86,806306.36,9158171.36,3083.5
87,806313.78,9158170.27,3083.5
88,806321.2,9158169.17,3083.5
89,806328.62,9158168.08,3083.5
90,806336.04,9158166.99,3083.5
91,806311.02,9158177.25,3083.5
92,806318.44,9158176.15,3083.5
93,806325.86,9158175.06,3083.5
94,806308.26,9158184.22,3083.5
95,806315.68,9158183.13,3083.5
96,806323.1,9158182.04,3083.5
97,806330.52,9158180.94,3083.5
98,806337.94,9158179.85,3083.5
99,806312.92,9158190.11,3083.5
100,806320.34,9158189.01,3083.5
101,806327.76,9158187.92,3083.5
102,806335.18,9158186.82,3083.5
103,806342.6,9158185.73,3083.5
104,806310.16,9158197.08,3083.5
105,806317.58,9158195.99,3083.5
106,806325,9158194.9,3083.5
107,806332.42,9158193.8,3083.5
108,806339.84,9158192.71,3083.5
109,806314.82,9158202.97,3083.5
110,806322.24,9158201.87,3083.5
111,806329.66,9158200.78,3083.5
112,806337.08,9158199.68,3083.5
113,806312.06,9158209.95,3083.5
114,806319.48,9158208.85,3083.5
115,806326.89,9158207.76,3083.5
116,806334.31,9158206.66,3083.5
117,806341.73,9158205.57,3083.5
118,806316.71,9158215.83,3083.5
119,806324.13,9158214.73,3083.5
120,806331.55,9158213.64,3083.5
121,806338.97,9158212.55,3083.5
122,806346.39,9158211.45,3083.5
123,806321.37,9158221.71,3083.5
124,806399.69,9158142,3083.5
125,806406.71,9158139.37,3083.5
126,806413.74,9158136.74,3083.5
127,806420.76,9158134.11,3083.5
128,806427.78,9158131.48,3083.5
129,806434.81,9158128.85,3083.5
130,806441.83,9158126.23,3083.5
131,806448.86,9158123.6,3083.5
132,806455.88,9158120.97,3083.5
133,806406.49,9158146.67,3083.5
134,806412.5,9158144.14,3083.5
135,806419.53,9158141.52,3083.5
136,806426.55,9158138.89,3083.5
137,806433.57,9158136.26,3083.5
138,806440.6,9158133.63,3083.5
139,806447.62,9158131,3083.5
140,806340.5,9158152.97,3083.5
141,806454.65,9158128.37,3083.5
142,806404.24,9158154.18,3083.5
143,806337.76,9158160.17,3083.5
144,806411.27,9158151.55,3083.5
145,806418.29,9158148.92,3083.5
146,806425.32,9158146.29,3083.5
147,806432.34,9158143.66,3083.5
148,806439.37,9158141.03,3083.5
149,806446.39,9158138.4,3083.5
150,806344.27,9158159.59,3083.5
151,806453.41,9158135.77,3083.5
152,806460.44,9158133.14,3083.5
153,806410.03,9158158.95,3083.5
154,806333.87,9158173.75,3083.5
155,806417.06,9158156.32,3083.5
156,806341.92,9158172.94,3083.5
157,806424.08,9158153.69,3083.5
158,806429.17,9158151.89,3083.5
159,806347.3,9158166.64,3083.5
160,806408.8,9158166.35,3083.5
161,806415.83,9158163.72,3083.5
162,806422.85,9158161.09,3083.5
163,806429.45,9158158.2,3083.5
164,806341.75,9158166.69,3083.5
165,806414.59,9158171.12,3083.5
166,806421.62,9158168.49,3083.5
167,806428.02,9158165.14,3083.5
168,806433.8,9158162.3,3083.5
169,806343.43,9158199.25,3083.5
170,806413.36,9158178.53,3083.5
171,806419.98,9158175.4,3083.5
172,806426.78,9158172.28,3083.5
173,806433.18,9158168.61,3083.5
174,806328.4,9158220.23,3083.5
175,806335.65,9158217.19,3083.5
176,806346.28,9158192.5,3083.5
177,806349.4,9158198.87,3083.5
178,806353.06,9158205.46,3083.5
179,806347.47,9158205.58,3083.5
180,806495.48,9158087.57,3083.5
181,806500.23,9158081.76,3083.5
182,806504.97,9158075.96,3083.5
183,806509.72,9158070.15,3083.5
184,806514.46,9158064.34,3083.5
185,806519.2,9158058.53,3083.5
186,806488.66,9158106.21,3083.5
187,806493.4,9158100.4,3083.5
188,806498.15,9158094.59,3083.5
189,806502.89,9158088.78,3083.5
190,806507.63,9158082.97,3083.5
191,806512.38,9158077.16,3083.5
192,806517.12,9158071.35,3083.5
193,806521.87,9158065.55,3083.5
194,806490.25,9158113.25,3083.5
195,806496.06,9158107.41,3083.5
196,806500.09,9158101.23,3083.5
197,806504.79,9158095.16,3083.5
198,806509.73,9158089.73,3083.5
199,806515.04,9158084.18,3083.5
200,806519.78,9158078.37,3083.5
201,806524.53,9158072.56,3083.5
202,806529.27,9158066.75,3083.5
203,806521.85,9158085,3083.5
204,806526.89,9158079.67,3083.5
205,806531.93,9158073.77,3083.5
206,806462.77,9158117.88,3083.5
207,806469.48,9158114.74,3083.5
208,806475.92,9158110.86,3083.5
209,806481.22,9158105.42,3083.5
210,806545.88,9158052,3083.5
211,806485.92,9158099.56,3083.5
212,806551.41,9158046.93,3083.5
213,806490.65,9158093.66,3083.5
214,806556.94,9158041.87,3083.5
215,806562.47,9158036.8,3083.5
216,806568,9158031.74,3083.5
217,806573.53,9158026.67,3083.5
218,806553.03,9158054.26,3083.5
219,806558.56,9158049.19,3083.5
220,806564.09,9158044.13,3083.5
221,806569.62,9158039.06,3083.5
222,806575.15,9158034,3083.5
223,806534.92,9158061.73,3083.5
224,806540.35,9158056.8,3083.5
225,806579.45,9158022.06,3083.5
226,806585.78,9158018.02,3083.5
227,806580.06,9158029.59,3083.5
228,806584.69,9158025.59,3083.5
229,806547.42,9158059.31,3083.5
230,806542.06,9158064.11,3083.5
231,806536.36,9158069.06,3083.5
232,806516.72,9158090.61,3083.5
233,806510.9,9158095.49,3083.5
234,806505.25,9158100.28,3083.5
235,806483.31,9158112.65,3083.5
236,806476.04,9158118.41,3083.5
237,806468.94,9158122.2,3083.5
238,806461.97,9158125.39,3083.5
239,806467.95,9158129.73,3083.5
240,806475.53,9158125.88,3083.5
241,806482.69,9158120.01,3083.5
242,806403.06,9158161.53,3083.5
243,806407.43,9158173.79,3083.5
244,806406.36,9158181.25,3083.5
245,806402.24,9158168.98,3083.5
246,806400.77,9158175.86,3083.5
247,806398.26,9158155.67,3083.5
248,806396.34,9158168.21,3083.5
249,806400.55,9158149,3083.5
250,806398.29,9158181.89,3083.5
251,806592.4,9158014.47,3083.5
252,806599.03,9158010.96,3083.5
253,806605.74,9158007.6,3083.5
254,806612.9,9158005.37,3083.5
255,806620.33,9158004.57,3083.5
256,806627.82,9158004.04,3083.5
257,806635.29,9158003.52,3083.5
258,806642.23,9158000.78,3083.5
259,806648.7,9157997.08,3083.5
260,806654.57,9157992.46,3083.5
261,806624.58,9158010.77,3083.5
262,806617.35,9158011.45,3083.5
263,806282.97,9158156.58,3083.5
264,806289.37,9158152.68,3083.5
265,806295.78,9158148.78,3083.5
266,806283.14,9158164.08,3083.5
267,806289.55,9158160.18,3083.5
268,806295.96,9158156.28,3083.5
269,806283.32,9158171.58,3083.5
270,806289.73,9158167.68,3083.5
271,806296.13,9158163.78,3083.5
272,806289.9,9158175.18,3083.5
273,806296.31,9158171.28,3083.5
274,806290.08,9158182.69,3083.5
275,806296.49,9158178.79,3083.5
276,806296.66,9158186.29,3083.5
277,806303.07,9158182.39,3083.5
278,806296.84,9158193.79,3083.5
279,806303.25,9158189.89,3083.5
280,806303.42,9158197.39,3083.5
281,806303.6,9158204.9,3083.5
282,806305.71,9158212.18,3083.5
283,806307.92,9158218.26,3083.5
284,806302.66,9158166.94,3083.5
285,806302.92,9158174.87,3083.5
286,806301.75,9158152.74,3083.5
287,806592,9158021.98,3083.5
288,806597.48,9158016.7,3083.5
289,806653.08,9157988.38,3084
290,806650.88,9157990.43,3084
291,806648.69,9157992.47,3084
292,806646.09,9157993.96,3084
293,806643.48,9157995.45,3084
294,806640.88,9157996.94,3084
295,806638.27,9157998.43,3084
296,806635.54,9157999.49,3084
297,806632.55,9157999.7,3084
298,806629.55,9157999.91,3084
299,806626.56,9158000.12,3084
300,806623.57,9158000.33,3084
301,806620.57,9158000.54,3084
302,806597.87,9158007.07,3084
303,806595.19,9158008.43,3084
304,806592.55,9158009.85,3084
305,806589.91,9158011.27,3084
306,806587.26,9158012.68,3084
307,806584.62,9158014.1,3084
308,806581.98,9158015.52,3084
309,806579.43,9158017.09,3084
310,806577.02,9158018.88,3084
311,806574.61,9158020.67,3084
312,806572.2,9158022.46,3084
313,806569.98,9158024.47,3084
314,806567.76,9158026.49,3084
315,806565.54,9158028.51,3084
316,806563.32,9158030.53,3084
317,806561.1,9158032.55,3084
318,806558.88,9158034.56,3084
319,806556.66,9158036.58,3084
320,806554.44,9158038.6,3084
321,806552.22,9158040.62,3084
322,806550.01,9158042.64,3084
323,806547.79,9158044.65,3084
324,806545.57,9158046.67,3084
325,806543.35,9158048.69,3084
326,806541.12,9158050.71,3084
327,806538.9,9158052.72,3084
328,806536.68,9158054.73,3084
329,806534.45,9158056.75,3084
330,806532.23,9158058.75,3084
331,806520.27,9158050.77,3084
332,806518.37,9158053.09,3084
333,806516.46,9158055.41,3084
334,806514.56,9158057.72,3084
335,806512.65,9158060.04,3084
336,806510.75,9158062.36,3084
337,806508.84,9158064.67,3084
338,806506.94,9158066.99,3084
339,806505.03,9158069.31,3084
340,806503.15,9158071.65,3084
341,806501.28,9158073.99,3084
342,806499.4,9158076.33,3084
343,806497.53,9158078.67,3084
344,806495.65,9158081.01,3084
345,806493.77,9158083.36,3084
346,806491.9,9158085.7,3084
347,806490.02,9158088.04,3084
348,806488.15,9158090.38,3084
349,806486.27,9158092.72,3084
350,806484.4,9158095.06,3084
351,806482.52,9158097.4,3084
352,806480.64,9158099.74,3084
353,806478.77,9158102.09,3084
354,806476.89,9158104.43,3084
355,806474.75,9158106.52,3084
356,806472.42,9158108.39,3084
357,806469.93,9158110.07,3084
358,806467.23,9158111.37,3084
359,806464.52,9158112.64,3084
360,806461.8,9158113.92,3084
361,806459.08,9158115.19,3084
362,806456.36,9158116.46,3084
363,806453.58,9158117.57,3084
364,806450.78,9158118.64,3084
365,806447.97,9158119.71,3084
366,806445.17,9158120.78,3084
367,806442.37,9158121.85,3084
368,806439.56,9158122.92,3084
369,806436.76,9158123.99,3084
370,806433.96,9158125.06,3084
371,806431.16,9158126.13,3084
372,806428.35,9158127.2,3084
373,806425.55,9158128.27,3084
374,806422.75,9158129.34,3084
375,806419.94,9158130.41,3084
376,806417.14,9158131.48,3084
377,806414.34,9158132.54,3084
378,806411.54,9158133.61,3084
379,806408.73,9158134.68,3084
380,806405.93,9158135.75,3084
381,806403.11,9158136.77,3084
382,806400.29,9158137.8,3084
383,806397.37,9158138.4,3084
384,806394.37,9158138.28,3084
385,806391.37,9158138.16,3084
386,806388.38,9158138.04,3084
387,806385.38,9158137.92,3084
388,806382.38,9158137.8,3084
389,806379.38,9158137.68,3084
390,806376.39,9158137.55,3084
391,806373.39,9158137.43,3084
392,806370.39,9158137.31,3084
393,806367.39,9158137.19,3084
394,806364.4,9158137.07,3084
395,806361.4,9158136.95,3084
396,806358.4,9158136.83,3084
397,806355.4,9158136.71,3084
398,806352.4,9158136.59,3084
399,806349.41,9158136.47,3084
400,806346.41,9158136.35,3084
401,806343.41,9158136.22,3084
402,806340.41,9158136.1,3084
403,806337.44,9158136.39,3084
404,806334.48,9158136.86,3084
405,806331.52,9158137.33,3084
406,806328.55,9158137.8,3084
407,806325.59,9158138.28,3084
408,806322.63,9158138.75,3084
409,806319.67,9158139.22,3084
410,806316.7,9158139.69,3084
411,806313.74,9158140.16,3084
412,806310.78,9158140.64,3084
413,806307.81,9158141.11,3084
414,806304.85,9158141.58,3084
415,806301.89,9158142.05,3084
416,806298.93,9158142.52,3084
417,806296.26,9158143.79,3084
418,806293.7,9158145.36,3084
419,806291.14,9158146.93,3084
420,806288.58,9158148.5,3084
421,806286.03,9158150.06,3084
422,806283.47,9158151.63,3084
423,806280.91,9158153.2,3084
424,806278.35,9158154.76,3084
425,806617.58,9158000.75,3084
426,806614.61,9158001.12,3084
427,806611.63,9158001.5,3084
428,806608.65,9158001.88,3084
429,806605.92,9158003.04,3084
430,806603.23,9158004.39,3084
431,806600.55,9158005.73,3084
